epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.8419,1.55019,3.14955,1.36929,0.01629,0.8169,0.19947,0.12924,1.17546,3.01341,1.02472,0.00032381,0.00032381,0.00032381
2,29.6012,1.21379,1.88161,1.1351,0.42487,0.33358,0.36383,0.2101,1.34976,2.50194,1.14825,0.000650637,0.000650637,0.000650637
